,Unnamed: 0,team_name,week,neutral_site,conference_game,home_team,home_points,home_post_win_prob,home_pregame_elo,home_postgame_elo,away_team,away_points,away_post_win_prob,away_pregame_elo,away_postgame_elo,elo_diff,point_diff,home/away,win/loss
162,162,Southern Mississippi,6,False,True,Troy,27.0,0.9892035573126372,1427.0,1450.0,Southern Mississippi,10.0,0.010796442687362795,1275.0,1252.0,-152.0,-17.0,Away,L
163,163,Southern Mississippi,7,False,True,Southern Mississippi,20.0,0.7692889214647959,1252.0,1252.0,Arkansas State,19.0,0.23071107853520398,1239.0,1239.0,13.0,1.0,Home,W
164,164,Southern Mississippi,8,False,True,Texas State,14.0,0.03817534839049788,1264.0,1252.0,Southern Mississippi,20.0,0.961824651609502,1252.0,1264.0,-12.0,6.0,Away,W
165,165,Southern Mississippi,9,False,True,Southern Mississippi,39.0,0.9943151060463172,1264.0,1334.0,Louisiana,24.0,0.005684893953682768,1652.0,1582.0,-388.0,15.0,Home,W
166,166,Southern Mississippi,10,False,True,Southern Mississippi,14.0,0.0007581960070459409,1334.0,1273.0,Georgia State,42.0,0.999241803992954,1460.0,1521.0,-126.0,-28.0,Home,L
167,167,Southern Mississippi,11,False,True,Coastal Carolina,26.0,0.9861842803623644,1566.0,1563.0,Southern Mississippi,23.0,0.013815719637635726,1273.0,1276.0,-293.0,-3.0,Away,L
168,168,Southern Mississippi,12,False,True,Southern Mississippi,20.0,0.06548814237723256,1276.0,1281.0,South Alabama,27.0,0.9345118576227676,1522.0,1517.0,-246.0,-7.0,Home,L
169,169,Southern Mississippi,13,False,True,Louisiana Monroe,10.0,0.008397328715614726,1125.0,1117.0,Southern Mississippi,20.0,0.9916026712843852,1281.0,1289.0,156.0,10.0,Away,W
170,170,SMU,1,False,False,North Texas,10.0,0.010566783889018312,1463.0,1366.0,SMU,48.0,0.9894332161109816,1574.0,1671.0,111.0,38.0,Away,W
171,171,SMU,2,False,False,SMU,45.0,0.9978511925795336,1684.0,1684.0,Lamar,16.0,0.0021488074204663032,,,,29.0,Home,W
172,172,SMU,3,False,False,Maryland,34.0,0.9986406427950276,1594.0,1608.0,SMU,27.0,0.0013593572049724891,1671.0,1657.0,77.0,-7.0,Away,L
173,173,SMU,4,False,False,SMU,34.0,0.2529341786447447,1657.0,1628.0,TCU,42.0,0.7470658213552552,1497.0,1526.0,160.0,-8.0,Home,L
174,174,SMU,6,False,True,UCF,41.0,0.9950635412372458,1618.0,1672.0,SMU,19.0,0.00493645876275417,1628.0,1574.0,10.0,-22.0,Away,L
175,175,SMU,7,False,True,SMU,40.0,0.3462892195038997,1574.0,1576.0,Navy,34.0,0.6537107804961002,1471.0,1469.0,103.0,6.0,Home,W
176,176,SMU,8,False,True,SMU,27.0,0.06936393848141044,1576.0,1584.0,Cincinnati,29.0,0.9306360615185896,1784.0,1776.0,-208.0,-2.0,Home,L
177,177,SMU,9,False,True,Tulsa,34.0,0.13868674361977212,1389.0,1382.0,SMU,45.0,0.8613132563802279,1584.0,1591.0,195.0,11.0,Away,W
178,178,SMU,10,False,True,SMU,77.0,0.7378393471860972,1591.0,1616.0,Houston,63.0,0.2621606528139028,1554.0,1529.0,37.0,14.0,Home,W
179,179,SMU,11,False,True,South Florida,23.0,0.005486625494164386,1094.0,1100.0,SMU,41.0,0.9945133745058355,1616.0,1610.0,522.0,18.0,Away,W
180,180,SMU,12,False,True,Tulane,59.0,0.9971849005845892,1560.0,1665.0,SMU,24.0,0.0028150994154109155,1610.0,1505.0,50.0,-35.0,Away,L
181,181,SMU,13,False,True,SMU,34.0,0.8301279396357203,1505.0,1506.0,Memphis,31.0,0.1698720603642797,1514.0,1513.0,-9.0,3.0,Home,W
182,182,BYU,1,False,False,South Florida,21.0,0.0005943815093277071,1284.0,1247.0,BYU,50.0,0.9994056184906724,1648.0,1685.0,364.0,29.0,Away,W
183,183,BYU,2,False,False,BYU,26.0,0.6175196713766509,1685.0,1692.0,Baylor,20.0,0.3824803286233491,1690.0,1683.0,-5.0,6.0,Home,W
184,184,BYU,3,False,False,Oregon,41.0,0.9987889709140241,1484.0,1557.0,BYU,20.0,0.0012110290859760342,1692.0,1619.0,208.0,-21.0,Away,L
185,185,BYU,4,False,False,BYU,38.0,0.9902361043292756,1619.0,1630.0,Wyoming,24.0,0.009763895670724332,1416.0,1405.0,203.0,14.0,Home,W
186,186,BYU,5,False,False,BYU,38.0,0.9831788053830032,1630.0,1636.0,Utah State,26.0,0.016821194616996937,1420.0,1414.0,210.0,12.0,Home,W
187,187,BYU,6,True,True,Notre Dame,28.0,0.9666091980217574,1790.0,1797.0,BYU,20.0,0.033390801978242624,1636.0,1629.0,-154.0,-8.0,Away,L
188,188,BYU,7,False,False,BYU,35.0,0.03315963364285342,1629.0,1585.0,Arkansas,52.0,0.9668403663571464,1603.0,1647.0,26.0,-17.0,Home,L
189,189,BYU,8,False,True,Liberty,41.0,0.9989435265563272,1562.0,1635.0,BYU,14.0,0.0010564734436727674,1585.0,1512.0,23.0,-27.0,Away,L
190,190,BYU,9,False,False,BYU,24.0,0.30990730262816857,1512.0,1512.0,East Carolina,27.0,0.6900926973718314,1585.0,1585.0,-73.0,-3.0,Home,L
191,191,BYU,10,False,False,Boise State,28.0,,1702.0,1685.0,BYU,31.0,,1512.0,1529.0,-190.0,3.0,Away,W
192,192,BYU,12,False,False,BYU,52.0,0.9984265990836864,1525.0,1525.0,Utah Tech,26.0,0.0015734009163135276,,,,26.0,Home,W
193,193,BYU,13,False,False,Stanford,26.0,0.0015596094483265655,1232.0,1237.0,BYU,35.0,0.9984403905516734,1529.0,1524.0,297.0,9.0,Away,W
194,194,North Texas,1,False,True,UTEP,13.0,0.004746335356215618,1360.0,1323.0,North Texas,31.0,0.9952536646437844,1426.0,1463.0,66.0,18.0,Away,W
195,195,North Texas,1,False,False,North Texas,10.0,0.010566783889018312,1463.0,1366.0,SMU,48.0,0.9894332161109816,1574.0,1671.0,-111.0,-38.0,Home,L
196,196,North Texas,2,False,False,North Texas,59.0,0.9980847930356352,1361.0,1361.0,Texas Southern,27.0,0.0019152069643648684,,,,32.0,Home,W
197,197,North Texas,3,False,False,UNLV,58.0,0.9821125964410304,1303.0,1395.0,North Texas,27.0,0.017887403558969672,1366.0,1274.0,63.0,-31.0,Away,L
198,198,North Texas,4,False,False,Memphis,44.0,0.925408161374224,1492.0,1494.0,North Texas,34.0,0.0745918386257759,1274.0,1272.0,-218.0,-10.0,Away,L
199,199,North Texas,5,False,True,North Texas,45.0,0.9857596567299829,1272.0,1325.0,Florida Atlantic,28.0,0.014240343270016997,1425.0,1372.0,-153.0,17.0,Home,W
200,200,North Texas,7,False,True,North Texas,47.0,0.9979987418220146,1325.0,1360.0,Louisiana Tech,27.0,0.002001258177985355,1214.0,1179.0,111.0,20.0,Home,W
201,201,North Texas,8,False,True,UT San Antonio,31.0,0.9207648081606228,1512.0,1511.0,North Texas,27.0,0.0792351918393771,1360.0,1361.0,-152.0,-4.0,Away,L
202,202,North Texas,9,False,True,Western Kentucky,13.0,0.0018343211660421003,1782.0,1648.0,North Texas,40.0,0.998165678833958,1361.0,1495.0,-421.0,27.0,Away,W
203,203,North Texas,10,False,True,North Texas,52.0,0.9989182759874532,1495.0,1542.0,Florida International,14.0,0.001081724012546914,1007.0,960.0,488.0,38.0,Home,W
204,204,North Texas,11,False,True,UAB,41.0,0.9979997605730326,1548.0,1594.0,North Texas,21.0,0.0020002394269673647,1542.0,1496.0,-6.0,-20.0,Away,L
205,205,North Texas,13,False,True,North Texas,21.0,0.30126649215855816,1496.0,1487.0,Rice,17.0,0.6987335078414418,1064.0,1073.0,432.0,4.0,Home,W
206,206,North Texas,14,False,True,UT San Antonio,48.0,0.9801623749448282,1645.0,1679.0,North Texas,27.0,0.01983762505517184,1487.0,1453.0,-158.0,-21.0,Away,L
207,207,Boise State,1,False,False,Oregon State,34.0,0.9925561231359976,1544.0,1593.0,Boise State,17.0,0.007443876864002497,1664.0,1615.0,120.0,-17.0,Away,L
208,208,Boise State,2,False,True,New Mexico,14.0,0.001255291976418632,1229.0,1226.0,Boise State,31.0,0.9987447080235814,1615.0,1618.0,386.0,17.0,Away,W
209,209,Boise State,3,False,False,Boise State,30.0,0.9906110519588196,1641.0,1641.0,UT Martin,7.0,0.0093889480411804,,,,23.0,Home,W
210,210,Boise State,4,False,False,UTEP,27.0,0.9972267748550908,1245.0,1322.0,Boise State,10.0,0.002773225144909297,1618.0,1541.0,373.0,-17.0,Away,L
211,211,Boise State,5,False,True,Boise State,35.0,,1541.0,1582.0,San Diego State,13.0,,1429.0,1388.0,112.0,22.0,Home,W
212,212,Boise State,6,False,True,Boise State,40.0,0.992592213628851,1582.0,1619.0,Fresno State,20.0,0.007407786371149028,1487.0,1450.0,95.0,20.0,Home,W
213,213,Boise State,8,False,True,Air Force,14.0,0.3029873347595187,1763.0,1744.0,Boise State,19.0,0.6970126652404813,1619.0,1638.0,-144.0,5.0,Away,W
214,214,Boise State,9,False,True,Boise State,49.0,0.9989480257351216,1638.0,1702.0,Colorado State,10.0,0.0010519742648784636,1270.0,1206.0,368.0,39.0,Home,W
215,215,Boise State,10,False,False,Boise State,28.0,,1702.0,1685.0,BYU,31.0,,1512.0,1529.0,190.0,-3.0,Home,L
216,216,Boise State,11,False,True,Nevada,3.0,0.0028958860452108193,1344.0,1277.0,Boise State,41.0,0.9971041139547892,1685.0,1752.0,341.0,38.0,Away,W
217,217,Boise State,12,False,True,Wyoming,17.0,0.19190517688086967,1400.0,1415.0,Boise State,20.0,0.8080948231191303,1752.0,1737.0,352.0,3.0,Away,W
218,218,Boise State,13,False,True,Boise State,42.0,0.9965192570327182,1737.0,1750.0,Utah State,23.0,0.003480742967281847,1411.0,1398.0,326.0,19.0,Home,W
219,219,Boise State,14,False,True,Boise State,16.0,0.21303115175047832,1750.0,1717.0,Fresno State,28.0,0.7869688482495216,1676.0,1709.0,74.0,-12.0,Home,L
220,220,Marshall,1,False,False,Marshall,55.0,,1548.0,1548.0,Norfolk State,3.0,,,,,52.0,Home,W
221,221,Marshall,2,False,False,Notre Dame,21.0,0.01664993601609276,1814.0,1785.0,Marshall,26.0,0.9833500639839072,1548.0,1577.0,-266.0,5.0,Away,W
222,222,Marshall,3,False,False,Bowling Green,34.0,,1187.0,1194.0,Marshall,31.0,,1577.0,1570.0,390.0,-3.0,Away,L
223,223,Marshall,4,False,True,Troy,16.0,0.9932056061260148,1341.0,1372.0,Marshall,7.0,0.006794393873985283,1570.0,1539.0,229.0,-9.0,Away,L
224,224,Marshall,5,False,False,Marshall,28.0,0.9962411182415378,1549.0,1549.0,Gardner-Webb,7.0,0.0037588817584621737,,,,21.0,Home,W
225,225,Marshall,7,False,True,Marshall,13.0,0.6350693355536269,1539.0,1526.0,Louisiana,23.0,0.3649306644463731,1631.0,1644.0,-92.0,-10.0,Home,L
226,226,Marshall,8,False,True,James Madison,12.0,0.06677617950434638,1511.0,1480.0,Marshall,26.0,0.9332238204956536,1526.0,1557.0,15.0,14.0,Away,W
227,227,Marshall,9,False,True,Marshall,13.0,,1557.0,1531.0,Coastal Carolina,24.0,,1526.0,1552.0,31.0,-11.0,Home,L
228,228,Marshall,10,False,True,Old Dominion,0.0,0.0018641951275444922,1425.0,1408.0,Marshall,12.0,0.9981358048724556,1531.0,1548.0,106.0,12.0,Away,W
229,229,Marshall,11,False,True,Marshall,28.0,0.995767774908252,1548.0,1561.0,Appalachian State,21.0,0.004232225091748143,1607.0,1594.0,-59.0,7.0,Home,W
230,230,Marshall,12,False,True,Georgia Southern,10.0,0.014898002888233003,1390.0,1377.0,Marshall,23.0,0.985101997111767,1561.0,1574.0,171.0,13.0,Away,W
231,231,Marshall,13,False,True,Marshall,28.0,0.8813523651405382,1574.0,1576.0,Georgia State,23.0,0.11864763485946185,1488.0,1486.0,86.0,5.0,Home,W
232,232,Connecticut,1,False,False,Utah State,31.0,0.989165585707972,1566.0,1555.0,Connecticut,20.0,0.010834414292027916,1117.0,1128.0,-449.0,-11.0,Away,L
233,233,Connecticut,1,False,False,Connecticut,28.0,0.9984861654169884,1117.0,1117.0,Central Connecticut,3.0,0.0015138345830116864,,,,25.0,Home,W
234,234,Connecticut,2,False,False,Connecticut,14.0,0.0042170663448424135,1128.0,1075.0,Syracuse,48.0,0.9957829336551576,1484.0,1537.0,-356.0,-34.0,Home,L
235,235,Connecticut,3,False,False,Michigan,59.0,0.9989592669896592,1961.0,2024.0,Connecticut,0.0,0.0010407330103407997,1075.0,1012.0,-886.0,-59.0,Away,L
236,236,Connecticut,4,False,False,NC State,41.0,0.9988313487060124,1646.0,1659.0,Connecticut,10.0,0.001168651293987688,1012.0,999.0,-634.0,-31.0,Away,L
237,237,Connecticut,5,False,False,Connecticut,19.0,0.9720392218645612,999.0,1029.0,Fresno State,14.0,0.027960778135438732,1517.0,1487.0,-518.0,5.0,Home,W
238,238,Connecticut,6,False,False,Florida International,12.0,0.003163884131003151,943.0,899.0,Connecticut,33.0,0.9968361158689968,1029.0,1073.0,86.0,21.0,Away,W
239,239,Connecticut,7,False,False,Ball State,25.0,0.1358728329209292,1301.0,1297.0,Connecticut,21.0,0.8641271670790708,1073.0,1077.0,-228.0,-4.0,Away,L
240,240,Connecticut,9,False,False,Connecticut,13.0,0.913759455135716,1077.0,1111.0,Boston College,3.0,0.0862405448642839,1292.0,1258.0,-215.0,10.0,Home,W
241,241,Connecticut,10,False,False,Connecticut,27.0,0.910021001444817,1111.0,1128.0,UMass,10.0,0.08997899855518299,890.0,873.0,221.0,17.0,Home,W
242,242,Connecticut,11,False,False,Connecticut,36.0,0.35995658365953753,1128.0,1137.0,Liberty,33.0,0.6400434163404625,1640.0,1631.0,-512.0,3.0,Home,W
243,243,Connecticut,12,False,False,Army,34.0,0.7443065407945328,1447.0,1456.0,Connecticut,17.0,0.2556934592054672,1137.0,1128.0,-310.0,-17.0,Away,L
244,244,Eastern Michigan,1,False,False,Eastern Michigan,42.0,0.6539861626803786,1380.0,1380.0,Eastern Kentucky,34.0,0.34601383731962143,,,,8.0,Home,W
245,245,Eastern Michigan,2,False,False,Louisiana,49.0,0.9977197648711568,1720.0,1755.0,Eastern Michigan,21.0,0.0022802351288431217,1380.0,1345.0,-340.0,-28.0,Away,L
246,246,Eastern Michigan,3,False,False,Arizona State,21.0,,1592.0,1551.0,Eastern Michigan,30.0,,1345.0,1386.0,-247.0,9.0,Away,W
247,247,Eastern Michigan,4,False,True,Eastern Michigan,31.0,0.233032234541494,1386.0,1334.0,Buffalo,50.0,0.7669677654585061,1345.0,1397.0,41.0,-19.0,Home,L
248,248,Eastern Michigan,5,False,False,Eastern Michigan,20.0,0.9868226535868048,1334.0,1320.0,UMass,13.0,0.013177346413195123,874.0,888.0,460.0,7.0,Home,W
249,249,Eastern Michigan,6,False,True,Western Michigan,23.0,0.0006575762576097062,1366.0,1304.0,Eastern Michigan,45.0,0.9993424237423902,1320.0,1382.0,-46.0,22.0,Away,W
250,250,Eastern Michigan,7,False,True,Eastern Michigan,10.0,0.0020665780752469726,1382.0,1293.0,Northern Illinois,39.0,0.9979334219247529,1323.0,1412.0,59.0,-29.0,Home,L
251,251,Eastern Michigan,8,False,True,Ball State,16.0,0.381680723790571,1297.0,1290.0,Eastern Michigan,20.0,0.618319276209429,1293.0,1300.0,-4.0,4.0,Away,W
252,252,Eastern Michigan,9,False,True,Eastern Michigan,24.0,0.2006317459091427,1300.0,1311.0,Toledo,27.0,0.7993682540908573,1564.0,1553.0,-264.0,-3.0,Home,L
253,253,Eastern Michigan,11,False,True,Akron,28.0,,973.0,985.0,Eastern Michigan,34.0,,1311.0,1299.0,338.0,6.0,Away,W
254,254,Eastern Michigan,12,False,True,Kent State,24.0,0.16567782432272454,1355.0,1337.0,Eastern Michigan,31.0,0.8343221756772754,1299.0,1317.0,-56.0,7.0,Away,W
255,255,Eastern Michigan,13,False,True,Eastern Michigan,38.0,0.9864794121488354,1317.0,1364.0,Central Michigan,19.0,0.013520587851164613,1353.0,1306.0,-36.0,19.0,Home,W
256,256,San José State,1,False,False,San José State,21.0,0.009026124169073429,1338.0,1338.0,Portland State,17.0,0.9909738758309266,,,,4.0,Home,W
257,257,San José State,2,False,False,Auburn,24.0,0.998300498850969,1632.0,1627.0,San José State,16.0,0.0016995011490309464,1338.0,1343.0,-294.0,-8.0,Away,L
258,258,San José State,4,False,False,San José State,34.0,0.9732749288007032,1343.0,1430.0,Western Michigan,6.0,0.026725071199296683,1453.0,1366.0,-110.0,28.0,Home,W
259,259,San José State,5,False,True,Wyoming,16.0,0.03711240508278305,1405.0,1367.0,San José State,33.0,0.9628875949172171,1430.0,1468.0,25.0,17.0,Away,W
260,260,San José State,6,False,True,San José State,40.0,0.9986132122985956,1468.0,1553.0,UNLV,7.0,0.001386787701404546,1424.0,1339.0,44.0,33.0,Home,W
261,261,San José State,7,False,True,Fresno State,17.0,0.8922358469649397,1450.0,1466.0,San José State,10.0,0.10776415303506026,1553.0,1537.0,103.0,-7.0,Away,L
262,262,San José State,8,False,False,New Mexico State,,,1075.0,,San José State,,,1537.0,,462.0,,Away,L
263,263,San José State,9,False,True,San José State,35.0,0.906137513063802,1537.0,1536.0,Nevada,28.0,0.09386248693619814,1343.0,1344.0,194.0,7.0,Home,W
264,264,San José State,10,False,True,San José State,28.0,0.3573689201032294,1536.0,1534.0,Colorado State,16.0,0.6426310798967706,1206.0,1208.0,330.0,12.0,Home,W
265,265,San José State,11,False,True,San Diego State,43.0,0.9979230837675546,1422.0,1467.0,San José State,27.0,0.002076916232445436,1534.0,1489.0,112.0,-16.0,Away,L
266,266,San José State,12,False,True,Utah State,35.0,0.9710966746452376,1405.0,1411.0,San José State,31.0,0.02890332535476225,1489.0,1483.0,84.0,-4.0,Away,L
267,267,San José State,13,False,True,San José State,27.0,0.9976489848021974,1483.0,1480.0,Hawai'i,14.0,0.002351015197802564,1117.0,1120.0,366.0,13.0,Home,W
268,268,Liberty,1,False,False,Southern Mississippi,27.0,0.9056848747505264,1266.0,1280.0,Liberty,29.0,0.0943151252494736,1600.0,1586.0,334.0,2.0,Away,W
269,269,Liberty,2,False,False,Liberty,21.0,0.8642820700729226,1586.0,1593.0,UAB,14.0,0.13571792992707746,1546.0,1539.0,40.0,7.0,Home,W
270,270,Liberty,3,False,False,Wake Forest,37.0,0.3208661764667205,1668.0,1667.0,Liberty,36.0,0.6791338235332796,1593.0,1594.0,-75.0,-1.0,Away,L
271,271,Liberty,4,False,False,Liberty,21.0,0.9690754288707172,1594.0,1570.0,Akron,12.0,0.030924571129282933,936.0,960.0,658.0,9.0,Home,W
272,272,Liberty,5,False,False,Old Dominion,24.0,0.11934940478986088,1363.0,1351.0,Liberty,38.0,0.8806505952101391,1570.0,1582.0,207.0,14.0,Away,W
273,273,Liberty,6,False,True,UMass,24.0,0.19165711944703748,888.0,908.0,Liberty,42.0,0.8083428805529626,1582.0,1562.0,694.0,18.0,Away,W
274,274,Liberty,7,False,False,Liberty,21.0,0.843853280673967,1609.0,1609.0,Gardner-Webb,20.0,0.15614671932603294,,,,1.0,Home,W
275,275,Liberty,8,False,True,Liberty,41.0,0.9989435265563272,1562.0,1635.0,BYU,14.0,0.0010564734436727674,1585.0,1512.0,-23.0,27.0,Home,W
276,276,Liberty,10,False,False,Arkansas,19.0,0.6701309434138117,1667.0,1662.0,Liberty,21.0,0.32986905658618826,1635.0,1640.0,-32.0,2.0,Away,W
277,277,Liberty,11,False,False,Connecticut,36.0,0.35995658365953753,1128.0,1137.0,Liberty,33.0,0.6400434163404625,1640.0,1631.0,512.0,-3.0,Away,L
278,278,Liberty,12,False,False,Liberty,22.0,0.07599857262509427,1631.0,1612.0,Virginia Tech,23.0,0.9240014273749058,1299.0,1318.0,332.0,-1.0,Home,L
279,279,Liberty,13,False,True,Liberty,14.0,0.0009180051008122763,1612.0,1414.0,New Mexico State,49.0,0.9990819948991876,1038.0,1236.0,574.0,-35.0,Home,L
280,280,Toledo,1,False,False,Toledo,37.0,0.993481015403238,1534.0,1534.0,Long Island University,0.0,0.006518984596762145,,,,37.0,Home,W
281,281,Toledo,2,False,False,Toledo,55.0,0.9959789376344426,1534.0,1597.0,UMass,10.0,0.0040210623655574365,997.0,934.0,537.0,45.0,Home,W
282,282,Toledo,3,False,False,Ohio State,77.0,0.9989484674561336,1957.0,2079.0,Toledo,21.0,0.0010515325438664735,1597.0,1475.0,-360.0,-56.0,Away,L
283,283,Toledo,4,False,False,San Diego State,17.0,0.15971806952102488,1427.0,1429.0,Toledo,14.0,0.8402819304789751,1475.0,1473.0,48.0,-3.0,Away,L
284,284,Toledo,5,False,True,Toledo,38.0,0.9985502584460658,1473.0,1522.0,Central Michigan,17.0,0.0014497415539341807,1464.0,1415.0,9.0,21.0,Home,W
285,285,Toledo,6,False,True,Northern Illinois,32.0,0.008865439365518896,1355.0,1323.0,Toledo,52.0,0.9911345606344812,1522.0,1554.0,167.0,20.0,Away,W
286,286,Toledo,7,False,True,Toledo,52.0,0.9962631364747232,1554.0,1580.0,Kent State,31.0,0.0037368635252768008,1314.0,1288.0,240.0,21.0,Home,W
287,287,Toledo,8,False,True,Buffalo,34.0,0.4302297022665214,1470.0,1486.0,Toledo,27.0,0.5697702977334786,1580.0,1564.0,110.0,-7.0,Away,L
288,288,Toledo,9,False,True,Eastern Michigan,24.0,0.2006317459091427,1300.0,1311.0,Toledo,27.0,0.7993682540908573,1564.0,1553.0,264.0,3.0,Away,W
289,289,Toledo,11,False,True,Toledo,28.0,0.9960407698167582,1553.0,1549.0,Ball State,21.0,0.003959230183241846,1302.0,1306.0,251.0,7.0,Home,W
290,290,Toledo,12,False,True,Toledo,35.0,0.32012523529037523,1549.0,1496.0,Bowling Green,42.0,0.6798747647096248,1096.0,1149.0,453.0,-7.0,Home,L
291,291,Toledo,13,False,True,Western Michigan,20.0,0.7787639597441338,1283.0,1301.0,Toledo,14.0,0.22123604025586616,1496.0,1478.0,213.0,-6.0,Away,L
292,292,Toledo,14,True,True,Ohio,7.0,0.024974616924797854,1495.0,1479.0,Toledo,17.0,0.975025383075202,1478.0,1494.0,-17.0,10.0,Away,W
293,293,Western Kentucky,1,False,False,Western Kentucky,38.0,0.9542764266226264,1684.0,1684.0,Austin Peay,27.0,0.04572357337737354,,,,11.0,Home,W
294,294,Western Kentucky,1,False,False,Hawai'i,17.0,0.0027595677184021304,1223.0,1188.0,Western Kentucky,49.0,0.997240432281598,1684.0,1719.0,461.0,32.0,Away,W
295,295,Western Kentucky,3,False,False,Indiana,33.0,0.17692504926048636,1335.0,1342.0,Western Kentucky,30.0,0.8230749507395136,1719.0,1712.0,384.0,-3.0,Away,L
296,296,Western Kentucky,4,False,True,Western Kentucky,73.0,0.9989624774298298,1712.0,1844.0,Florida International,0.0,0.0010375225701702018,1022.0,890.0,690.0,73.0,Home,W
297,297,Western Kentucky,5,False,False,Western Kentucky,27.0,0.07709777175543672,1844.0,1789.0,Troy,34.0,0.9229022282445632,1372.0,1427.0,472.0,-7.0,Home,L
298,298,Western Kentucky,6,False,True,UT San Antonio,31.0,0.8419512315616614,1518.0,1523.0,Western Kentucky,28.0,0.1580487684383386,1789.0,1784.0,271.0,-3.0,Away,L
299,299,Western Kentucky,7,False,True,Middle Tennessee,17.0,0.001250799684592931,1332.0,1332.0,Western Kentucky,35.0,0.9987492003154069,1784.0,1784.0,452.0,18.0,Away,W
300,300,Western Kentucky,8,False,True,Western Kentucky,20.0,0.6955426970753706,1784.0,1782.0,UAB,17.0,0.30445730292462936,1584.0,1586.0,200.0,3.0,Home,W
301,301,Western Kentucky,9,False,True,Western Kentucky,13.0,0.0018343211660421003,1782.0,1648.0,North Texas,40.0,0.998165678833958,1361.0,1495.0,421.0,-27.0,Home,L
302,302,Western Kentucky,10,False,True,Charlotte,7.0,0.09569289735366583,1170.0,1076.0,Western Kentucky,59.0,0.9043071026463342,1648.0,1742.0,478.0,52.0,Away,W
303,303,Western Kentucky,11,False,True,Western Kentucky,45.0,0.9652824949466926,1742.0,1767.0,Rice,10.0,0.0347175050533074,1124.0,1099.0,618.0,35.0,Home,W
304,304,Western Kentucky,12,False,False,Auburn,41.0,0.9918816284285236,1504.0,1596.0,Western Kentucky,17.0,0.008118371571476435,1767.0,1675.0,263.0,-24.0,Away,L
305,305,Western Kentucky,13,False,True,Florida Atlantic,31.0,0.9978648839802232,1375.0,1387.0,Western Kentucky,32.0,0.0021351160197766728,1675.0,1663.0,300.0,1.0,Away,W
306,306,South Alabama,1,False,False,South Alabama,48.0,0.9981671138676244,1351.0,1351.0,Nicholls,7.0,0.0018328861323755328,,,,41.0,Home,W
307,307,South Alabama,2,False,False,Central Michigan,24.0,0.0034433878007039172,1528.0,1477.0,South Alabama,38.0,0.9965566121992959,1351.0,1402.0,-177.0,14.0,Away,W
308,308,South Alabama,3,False,False,UCLA,32.0,0.7665479725535932,1690.0,1682.0,South Alabama,31.0,0.2334520274464068,1402.0,1410.0,-288.0,-1.0,Away,L
309,309,South Alabama,4,False,False,South Alabama,38.0,0.929801550488048,1410.0,1450.0,Louisiana Tech,14.0,0.07019844951195209,1227.0,1187.0,183.0,24.0,Home,W
310,310,South Alabama,5,False,True,Louisiana,17.0,0.044442421640768816,1648.0,1631.0,South Alabama,20.0,0.9555575783592312,1450.0,1467.0,-198.0,3.0,Away,W
311,311,South Alabama,7,False,True,South Alabama,41.0,0.922878815347274,1467.0,1458.0,Louisiana Monroe,34.0,0.0771211846527261,1117.0,1126.0,350.0,7.0,Home,W
312,312,South Alabama,8,False,True,South Alabama,6.0,0.40536486508208974,1458.0,1451.0,Troy,10.0,0.5946351349179102,1449.0,1456.0,9.0,-4.0,Home,L
313,313,South Alabama,9,False,True,Arkansas State,3.0,0.00044108314113996375,1231.0,1181.0,South Alabama,31.0,0.99955891685886,1451.0,1501.0,220.0,28.0,Away,W
314,314,South Alabama,10,False,True,Georgia Southern,31.0,0.04709657172606621,1426.0,1419.0,South Alabama,38.0,0.9529034282739338,1501.0,1508.0,75.0,7.0,Away,W
315,315,South Alabama,11,False,True,South Alabama,38.0,0.9920228743881216,1508.0,1522.0,Texas State,21.0,0.007977125611878466,1247.0,1233.0,261.0,17.0,Home,W
316,316,South Alabama,12,False,True,Southern Mississippi,20.0,0.06548814237723256,1276.0,1281.0,South Alabama,27.0,0.9345118576227676,1522.0,1517.0,246.0,7.0,Away,W
317,317,South Alabama,13,False,True,South Alabama,27.0,0.9399449410612376,1517.0,1515.0,Old Dominion,20.0,0.060055058938762285,1312.0,1314.0,205.0,7.0,Home,W
318,318,Baylor,1,False,False,Baylor,69.0,0.9988572066388142,1690.0,1690.0,Albany,10.0,0.0011427933611858345,,,,59.0,Home,W
319,319,Baylor,2,False,False,BYU,26.0,0.6175196713766509,1685.0,1692.0,Baylor,20.0,0.3824803286233491,1690.0,1683.0,5.0,-6.0,Away,L
320,320,Baylor,3,False,False,Baylor,42.0,0.9986141578820212,1683.0,1733.0,Texas State,7.0,0.0013858421179786526,1299.0,1249.0,384.0,35.0,Home,W
321,321,Baylor,4,False,True,Iowa State,24.0,0.20512650939145974,1809.0,1790.0,Baylor,31.0,0.7948734906085403,1733.0,1752.0,-76.0,7.0,Away,W
322,322,Baylor,5,False,True,Baylor,25.0,0.22464614863526008,1752.0,1733.0,Oklahoma State,36.0,0.77535385136474,1805.0,1824.0,-53.0,-11.0,Home,L
323,323,Baylor,7,False,True,West Virginia,43.0,0.39327283193596857,1476.0,1481.0,Baylor,40.0,0.6067271680640314,1733.0,1728.0,257.0,-3.0,Away,L
324,324,Baylor,8,False,True,Baylor,35.0,0.9625041514354169,1728.0,1724.0,Kansas,23.0,0.03749584856458299,1364.0,1368.0,364.0,12.0,Home,W
